Gene_name,UniProtKB_ID,Occurrence,Kmer_distance_median,ANI_median,Flank_index_median,Procrustes_correlation,Procrustes_signif,Mantel_correlation,Mantel_signif,Man_signif_FDR_adjusted,Roary_annotation,KEGG_pathway,GO_BP_term,GO_MF_term,GO_CC_term
mipA_1,P0A908,2383,25408,97.96335,80.00000,0.26243,0.00100,0.76235,0.00100,0.00156,MltA-interacting protein,NA,cellular component organization or biogenesis/carbohydrate derivative metabolic process/cellular component biogenesis/carbohydrate derivative biosynthetic process/cellular macromolecule biosynthetic process/aminoglycan biosynthetic process/glycosaminoglycan biosynthetic process/peptidoglycan biosynthetic process/peptidoglycan-based cell wall biogenesis/cell wall macromolecule biosynthetic process/cellular component macromolecule biosynthetic process/cell wall biogenesis/aminoglycan metabolic process/peptidoglycan metabolic process/glycosaminoglycan metabolic process/cell wall organization or biogenesis/cell wall macromolecule metabolic process,NA,external encapsulating structure/envelope/cell envelope/outer membrane/cell outer membrane
group_2978,NA,2373,9120,99.09154,96.96970,0.10375,0.00100,0.85768,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_171,NA,2364,38423,88.72777,12.50000,0.30977,0.00100,0.51299,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
emrE,NA,2304,39896,96.42243,28.57143,0.32852,0.00100,0.07530,0.00100,0.00156,Multidrug transporter EmrE,NA,NA,NA,NA
paoC,P77489,2298,25476,97.53165,60.00000,0.20833,0.00100,0.46607,0.00100,0.00156,Aldehyde oxidoreductase molybdenum-binding subunit PaoC,Microbial metabolism in diverse environments,cellular response to stress/cellular response to DNA damage stimulus,"oxidoreductase activity, acting on the aldehyde or oxo group of donors/molybdenum ion binding/transition metal ion binding/oxidoreductase activity",periplasmic space
yehB_2,P33341,2285,17804,97.68366,87.50000,0.14284,0.00100,0.63860,0.00100,0.00156,Outer membrane usher protein YehB,Two-component system,pilus organization/cell projection organization/cellular component organization/cellular component assembly/cellular component organization or biogenesis/cellular response to stress/cellular component biogenesis/pilus assembly/cellular response to DNA damage stimulus/cell projection assembly,channel activity/passive transmembrane transporter activity/porin activity/wide pore channel activity,external encapsulating structure/envelope/cell envelope/outer membrane/cell outer membrane
group_1242,NA,2267,21594,97.80907,84.61538,0.19456,0.00100,0.78145,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_122,NA,2260,16620,97.33489,93.33333,0.12782,0.00100,0.68698,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_461,NA,2245,21713,96.75180,94.44444,0.23542,0.00100,0.76710,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
hilA,P43015,2236,25334,97.49767,80.00000,0.21072,0.00100,0.78552,0.00100,0.00156,Transcriptional regulator HilA,NA,NA,NA,NA
group_1922,NA,2214,39343,93.05058,37.50000,0.27757,0.00100,0.31465,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_329,NA,2210,39319,93.49182,0.00000,0.33686,0.00100,0.34975,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
rusA_1,P0AG74,2206,37285,91.85396,53.33333,0.29143,0.00100,0.40709,0.00100,0.00156,Crossover junction endodeoxyribonuclease RusA,NA,DNA repair/nucleic acid phosphodiester bond hydrolysis/cellular response to stress/cellular response to DNA damage stimulus/DNA metabolic process/DNA recombination,"magnesium ion binding/hydrolase activity, acting on ester bonds/endonuclease activity/nuclease activity/DNA binding/DNA endonuclease activity/catalytic activity, acting on a nucleic acid/deoxyribonuclease activity/catalytic activity, acting on DNA",NA
ybiA,P30176,2196,14390,98.66849,100.00000,0.01797,0.56900,0.86281,0.00100,0.00156,N-glycosidase YbiA,NA,nucleobase-containing small molecule metabolic process/nucleobase-containing small molecule catabolic process/carbohydrate derivative metabolic process/small molecule biosynthetic process/aromatic compound catabolic process/vitamin biosynthetic process/small molecule catabolic process/cellular catabolic process/vitamin metabolic process/water-soluble vitamin biosynthetic process/water-soluble vitamin metabolic process/organic cyclic compound catabolic process/nucleobase-containing compound catabolic process/flavin-containing compound metabolic process/flavin-containing compound biosynthetic process/cellular nitrogen compound catabolic process/bacterial-type flagellum-dependent swarming motility/cell motility/heterocycle catabolic process/bacterial-type flagellum-dependent cell motility/cilium or flagellum-dependent cell motility/archaeal or bacterial-type flagellum-dependent cell motility,"hydrolase activity, acting on glycosyl bonds/hydrolase activity, hydrolyzing N-glycosyl compounds",NA
dinJ,Q47150,2187,27292,96.89846,71.79487,0.13626,0.00100,0.66145,0.00100,0.00156,Antitoxin DinJ,NA,regulation of DNA-templated transcription initiation/biofilm formation/aggregation of unicellular organisms/cell aggregation/negative regulation of metabolic process/single-species biofilm formation/biological process involved in intraspecies interaction between organisms/negative regulation of biosynthetic process/negative regulation of cellular biosynthetic process/DNA-templated transcription initiation/negative regulation of cellular metabolic process/negative regulation of biological process/negative regulation of cellular process/negative regulation of macromolecule biosynthetic process/negative regulation of macromolecule metabolic process/negative regulation of DNA-templated transcription/negative regulation of RNA metabolic process/negative regulation of RNA biosynthetic process/negative regulation of nucleic acid-templated transcription/negative regulation of nitrogen compound metabolic process/negative regulation of nucleobase-containing compound metabolic process/negative regulation of DNA-templated transcription initiation/regulation of gene expression/regulation of cellular metabolic process/regulation of DNA-templated transcription/regulation of nucleic acid-templated transcription/regulation of cellular biosynthetic process/regulation of metabolic process/regulation of biosynthetic process/regulation of macromolecule biosynthetic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/regulation of nucleobase-containing compound metabolic process/regulation of RNA metabolic process/regulation of macromolecule metabolic process/regulation of RNA biosynthetic process/RNA biosynthetic process/DNA-templated transcription/nucleic acid-templated transcription,cis-regulatory region sequence-specific DNA binding/sequence-specific DNA binding/sequence-specific double-stranded DNA binding/transcription cis-regulatory region binding/transcription regulatory region nucleic acid binding/double-stranded DNA binding/DNA binding,NA
group_179,NA,2174,18487,98.88057,100.00000,0.06067,0.00200,0.55168,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
hin_1,P03013,2168,39873,92.70470,19.04762,0.18683,0.00100,0.38314,0.00100,0.00156,DNA-invertase hin,NA,NA,NA,NA
ecfA1_2,Q5M243,2167,19205,97.14903,88.88889,0.20046,0.00100,0.84893,0.00100,0.00156,Energy-coupling factor transporter ATP-binding protein EcfA1,NA,NA,NA,NA
group_412,NA,2157,25454,98.23378,90.90909,0.18276,0.00100,0.63020,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_310,NA,2148,31494,96.73534,66.66667,0.19695,0.00100,0.40143,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_990,NA,2147,32400,96.69177,50.00000,0.19338,0.00100,0.37220,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_801,NA,2139,39783,97.91960,86.66667,0.30936,0.00100,0.75941,0.00100,0.00156,IS481 family transposase ISErsp1,NA,NA,NA,NA
pgrR_2,P77333,2138,20003,99.17159,100.00000,0.04921,0.01600,0.55391,0.00100,0.00156,HTH-type transcriptional regulator PgrR,NA,negative regulation of metabolic process/negative regulation of biosynthetic process/negative regulation of cellular biosynthetic process/negative regulation of cellular metabolic process/negative regulation of biological process/negative regulation of cellular process/negative regulation of macromolecule biosynthetic process/negative regulation of macromolecule metabolic process/negative regulation of DNA-templated transcription/negative regulation of RNA metabolic process/negative regulation of RNA biosynthetic process/negative regulation of nucleic acid-templated transcription/negative regulation of nitrogen compound metabolic process/negative regulation of nucleobase-containing compound metabolic process/regulation of gene expression/regulation of cellular metabolic process/bacterial-type flagellum-dependent swarming motility/regulation of DNA-templated transcription/regulation of nucleic acid-templated transcription/regulation of cellular biosynthetic process/regulation of metabolic process/regulation of biosynthetic process/regulation of macromolecule biosynthetic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/cell motility/regulation of nucleobase-containing compound metabolic process/regulation of RNA metabolic process/bacterial-type flagellum-dependent cell motility/regulation of macromolecule metabolic process/regulation of RNA biosynthetic process/cilium or flagellum-dependent cell motility/archaeal or bacterial-type flagellum-dependent cell motility/RNA biosynthetic process/DNA-templated transcription/nucleic acid-templated transcription,sequence-specific DNA binding/DNA-binding transcription factor activity/transcription regulator activity/DNA binding,NA
ymiC,NA,2137,12960,98.90111,95.23810,0.10480,0.00100,0.89181,0.00100,0.00156,Protein YmiC,NA,NA,NA,NA
group_465,NA,2129,20844,98.35586,87.50000,0.17699,0.00100,0.85282,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_205,NA,2097,39893,92.72987,22.22222,0.14250,0.00100,0.30721,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
setA,P31675,2091,10913,98.47978,100.00000,0.13442,0.00100,0.54935,0.00100,0.00156,Sugar efflux transporter A,NA,inorganic cation transmembrane transport/inorganic ion transmembrane transport/organic substance transport/monoatomic ion transmembrane transport/monoatomic cation transmembrane transport/monoatomic cation transport/carbohydrate transport/monoatomic ion transport/glucose transmembrane transport/carbohydrate transmembrane transport/proton transmembrane transport/disaccharide transport/monosaccharide transmembrane transport/cellular response to stress/hexose transmembrane transport/oligosaccharide transport/cellular response to chemical stimulus/response to chemical/cellular response to chemical stress,active monoatomic ion transmembrane transporter activity/carbohydrate transmembrane transporter activity/inorganic cation transmembrane transporter activity/solute:monoatomic cation symporter activity/monoatomic cation transmembrane transporter activity/inorganic molecular entity transmembrane transporter activity/symporter activity/solute:proton symporter activity/monoatomic ion transmembrane transporter activity/carbohydrate:monoatomic cation symporter activity/active transmembrane transporter activity/proton transmembrane transporter activity/secondary active transmembrane transporter activity/carbohydrate:proton symporter activity,NA
yadN,P37050,2079,24694,96.81477,94.73684,0.24706,0.00100,0.80698,0.00100,0.00156,putative fimbrial-like protein YadN,NA,pilus organization/cell adhesion/cell adhesion involved in biofilm formation/cell adhesion involved in single-species biofilm formation/cell-substrate adhesion/submerged biofilm formation/single-species submerged biofilm formation/cell projection organization/cellular component organization/biofilm formation/aggregation of unicellular organisms/cell aggregation/single-species biofilm formation/biological process involved in intraspecies interaction between organisms/cellular component organization or biogenesis,NA,pilus/cell projection
group_6041,NA,2076,9716,98.69066,88.00000,0.18217,0.00100,0.76963,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_26,NA,2071,31703,97.28574,70.58824,0.24490,0.00100,0.54461,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_1055,NA,2060,38637,92.51473,15.38462,0.42088,0.00100,0.57591,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
hicA,NA,2060,18010,98.38437,95.00000,0.11473,0.00100,0.87129,0.00100,0.00156,putative mRNA interferase toxin HicA,NA,NA,NA,NA
group_229,NA,2044,37032,93.62857,54.54545,0.37947,0.00100,0.17921,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
ymfA,P75962,2041,26706,97.56613,97.29730,0.13282,0.00100,0.75804,0.00100,0.00156,Inner membrane protein YmfA,NA,bacterial-type flagellum-dependent swarming motility/cell motility/bacterial-type flagellum-dependent cell motility/cilium or flagellum-dependent cell motility/archaeal or bacterial-type flagellum-dependent cell motility,NA,NA
rbsA_1,P04983,2031,19244,96.88307,100.00000,0.24870,0.00100,0.92627,0.00100,0.00156,Ribose import ATP-binding protein RbsA,ABC transporters,organic substance transport/carbohydrate transport/carbohydrate transmembrane transport/monosaccharide transmembrane transport/pentose transmembrane transport,"carbohydrate transmembrane transporter activity/monosaccharide transmembrane transporter activity/sugar transmembrane transporter activity/active transmembrane transporter activity/adenyl nucleotide binding/ATP binding/pyrophosphatase activity/adenyl ribonucleotide binding/hydrolase activity, acting on acid anhydrides/hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides/primary active transmembrane transporter activity/purine ribonucleoside triphosphate binding/purine ribonucleotide binding/ATPase-coupled transmembrane transporter activity/ATP hydrolysis activity/ribonucleoside triphosphate phosphatase activity/ATP-dependent activity/ABC-type transporter activity",transporter complex/membrane protein complex/transmembrane transporter complex/ATPase dependent transmembrane transport complex/plasma membrane protein complex/ATP-binding cassette (ABC) transporter complex
yedR,NA,2029,19486,97.81110,90.00000,0.03835,0.07100,0.46547,0.00100,0.00156,Inner membrane protein YedR,NA,NA,NA,NA
group_123,NA,2026,37014,92.74711,24.00000,0.23016,0.00100,0.08679,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
htrE,P33129,2016,21997,97.81591,95.23810,0.25620,0.00100,0.90487,0.00100,0.00156,Outer membrane usher protein HtrE,Two-component system,pilus organization/cell adhesion/cell projection organization/cellular component organization/cellular component assembly/cellular component organization or biogenesis/cellular component biogenesis/pilus assembly/cell projection assembly,channel activity/passive transmembrane transporter activity/porin activity/wide pore channel activity,external encapsulating structure/envelope/cell envelope/outer membrane/cell outer membrane
ydfB,NA,2010,38341,89.08591,17.39130,0.30833,0.00100,0.49437,0.00100,0.00156,putative protein YdfB,NA,NA,NA,NA
yieH,P31467,2007,17295,98.49847,94.11765,0.11467,0.00100,0.56903,0.00100,0.00156,6-phosphogluconate phosphatase,NA,dephosphorylation/phosphorus metabolic process/phosphate-containing compound metabolic process,"phosphoric ester hydrolase activity/magnesium ion binding/phosphatase activity/hydrolase activity, acting on ester bonds/transition metal ion binding/manganese ion binding",NA
xerC_6,NA,1985,39101,93.26633,22.22222,0.46635,0.00100,0.14849,0.00100,0.00156,Tyrosine recombinase XerC,NA,NA,NA,NA
ygfF,P52037,1984,12332,98.72562,100.00000,0.09239,0.00100,0.77550,0.00100,0.00156,putative oxidoreductase YgfF,NA,NA,oxidoreductase activity,NA
traI_3,NA,1982,37399,93.32005,40.00000,0.19317,0.00100,0.10861,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
chpB,P33647,1973,22206,98.17713,97.14286,0.12147,0.00100,0.52323,0.00100,0.00156,Endoribonuclease toxin ChpB,NA,"cellular component organization/negative regulation of gene expression/RNA phosphodiester bond hydrolysis, endonucleolytic/negative regulation of metabolic process/cellular component organization or biogenesis/negative regulation of biological process/negative regulation of cellular process/nucleic acid phosphodiester bond hydrolysis/negative regulation of macromolecule metabolic process/RNA catabolic process/post-transcriptional regulation of gene expression/regulation of RNA stability/aromatic compound catabolic process/regulation of catabolic process/mRNA metabolic process/regulation of cellular catabolic process/macromolecule catabolic process/regulation of biological quality/RNA phosphodiester bond hydrolysis/cellular catabolic process/mRNA catabolic process/organic cyclic compound catabolic process/nucleobase-containing compound catabolic process/cellular nitrogen compound catabolic process/ncRNA metabolic process/regulation of gene expression/regulation of cellular metabolic process/cellular macromolecule catabolic process/regulation of metabolic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/regulation of nucleobase-containing compound metabolic process/regulation of RNA metabolic process/heterocycle catabolic process/regulation of macromolecule metabolic process/regulation of cellular component organization/regulation of cell growth/cell growth/rRNA metabolic process/growth/regulation of growth","hydrolase activity, acting on ester bonds/endonuclease activity/RNA endonuclease activity/RNA binding/endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters/catalytic activity, acting on RNA/nuclease activity/ribonuclease activity/DNA binding/catalytic activity, acting on a nucleic acid",NA
finO,P29367,1971,37292,93.12701,35.29412,0.20790,0.00100,0.10019,0.00100,0.00156,Fertility inhibition protein,NA,NA,NA,NA
gspA,P45756,1965,11688,99.08093,100.00000,0.19292,0.00100,0.86431,0.00100,0.00156,Putative general secretion pathway protein A,NA,NA,adenyl nucleotide binding/ATP binding/adenyl ribonucleotide binding/purine ribonucleoside triphosphate binding/purine ribonucleotide binding,NA
yadL,P37017,1965,23106,97.66887,95.45455,0.23387,0.00100,0.87436,0.00100,0.00156,putative fimbrial-like protein YadL,NA,pilus organization/cell adhesion/cell adhesion involved in biofilm formation/cell adhesion involved in single-species biofilm formation/cell-substrate adhesion/submerged biofilm formation/single-species submerged biofilm formation/cell projection organization/cellular component organization/biofilm formation/aggregation of unicellular organisms/cell aggregation/single-species biofilm formation/biological process involved in intraspecies interaction between organisms/cellular component organization or biogenesis,NA,pilus/cell projection
chiA,P13656,1957,21948,98.82316,100.00000,0.21144,0.00100,0.87247,0.00100,0.00156,putative bifunctional chitinase/lysozyme,Amino sugar and nucleotide sugar metabolism,carbohydrate catabolic process/carbohydrate metabolic process/carbohydrate derivative metabolic process/macromolecule catabolic process/polysaccharide catabolic process/amino sugar catabolic process/organonitrogen compound catabolic process/polysaccharide metabolic process/amino sugar metabolic process/aminoglycan metabolic process/carbohydrate derivative catabolic process/aminoglycan catabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds/hydrolase activity, acting on glycosyl bonds/carbohydrate binding/peptidoglycan muralytic activity",extracellular region/envelope/cell envelope/outer membrane-bounded periplasmic space/periplasmic space
yafN,Q47156,1952,25801,97.00608,85.71429,0.15658,0.00100,0.81037,0.00100,0.00156,Antitoxin YafN,NA,response to external stimulus/cell communication/DNA repair/cellular response to extracellular stimulus/cellular response to external stimulus/response to extracellular stimulus/SOS response/cellular response to stress/cellular response to DNA damage stimulus/negative regulation of molecular function/regulation of gene expression/regulation of cellular metabolic process/regulation of DNA-templated transcription/regulation of molecular function/regulation of nucleic acid-templated transcription/regulation of cellular biosynthetic process/regulation of metabolic process/regulation of biosynthetic process/regulation of macromolecule biosynthetic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/regulation of nucleobase-containing compound metabolic process/regulation of RNA metabolic process/regulation of macromolecule metabolic process/regulation of RNA biosynthetic process/RNA biosynthetic process/DNA-templated transcription/nucleic acid-templated transcription/DNA metabolic process,DNA binding,NA
group_4210,NA,1931,23009,98.21909,86.48649,0.17501,0.00100,0.79262,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
paaB,P76078,1926,18328,98.75035,100.00000,0.04592,0.02300,0.81197,0.00100,0.00156,"1,2-phenylacetyl-CoA epoxidase, subunit B",Microbial metabolism in diverse environments,response to xenobiotic stimulus/xenobiotic metabolic process/cellular response to xenobiotic stimulus/monocarboxylic acid metabolic process/benzene-containing compound metabolic process/xenobiotic catabolic process/carboxylic acid metabolic process/aromatic compound catabolic process/small molecule catabolic process/cellular catabolic process/cellular response to chemical stimulus/organic cyclic compound catabolic process/monocarboxylic acid catabolic process/organic acid catabolic process/carboxylic acid catabolic process/phenylacetate catabolic process/response to chemical,NA,NA
intQ,P76168,1923,26514,96.52788,73.68421,0.14361,0.00100,0.45698,0.00100,0.00156,Putative defective protein IntQ,NA,NA,NA,NA
gspL,P45763,1919,16128.5,98.86910,97.87234,0.21764,0.00100,0.89004,0.00100,0.00156,Putative type II secretion system protein L,Bacterial secretion system,organic substance transport/macromolecule localization/protein transport across the cell outer membrane/protein secretion by the type II secretion system/protein transmembrane transport/cellular localization/protein localization/cellular macromolecule localization/establishment of protein localization/protein transport/nitrogen compound transport/protein secretion/secretion by cell/establishment of protein localization to extracellular region/secretion/protein localization to extracellular region/export from cell,NA,type II protein secretion system complex/peptidoglycan-based cell wall/cell wall/external encapsulating structure/envelope/cell envelope
gspO,P25960,1919,16214,98.98738,100.00000,0.21657,0.00100,0.90443,0.00100,0.00156,Type 4 prepilin-like proteins leader peptide-processing enzyme,Bacterial secretion system,peptide metabolic process/amide metabolic process/protein maturation/protein processing/protein metabolic process/proteolysis,"endopeptidase activity/catalytic activity, acting on a protein/peptidase activity",NA
gspM,P36678,1917,16119,98.90251,100.00000,0.21810,0.00100,0.88744,0.00100,0.00156,Putative type II secretion system protein M,Bacterial secretion system,organic substance transport/macromolecule localization/protein transport across the cell outer membrane/protein secretion by the type II secretion system/protein transmembrane transport/cellular localization/protein localization/cellular macromolecule localization/establishment of protein localization/protein transport/nitrogen compound transport/protein secretion/secretion by cell/establishment of protein localization to extracellular region/secretion/protein localization to extracellular region/export from cell,NA,type II protein secretion system complex
paaG,P77467,1909,16512,98.41626,93.75000,0.11651,0.00100,0.71183,0.00100,0.00156,"1,2-epoxyphenylacetyl-CoA isomerase",Microbial metabolism in diverse environments,response to xenobiotic stimulus/xenobiotic metabolic process/cellular response to xenobiotic stimulus/monocarboxylic acid metabolic process/benzene-containing compound metabolic process/xenobiotic catabolic process/carboxylic acid metabolic process/aromatic compound catabolic process/small molecule catabolic process/lipid modification/cellular catabolic process/fatty acid beta-oxidation/cellular response to chemical stimulus/organic cyclic compound catabolic process/monocarboxylic acid catabolic process/fatty acid oxidation/lipid oxidation/organic acid catabolic process/carboxylic acid catabolic process/phenylacetate catabolic process/fatty acid catabolic process/cellular lipid catabolic process/response to chemical/lipid catabolic process/cellular lipid metabolic process/fatty acid metabolic process/lipid metabolic process,identical protein binding/lyase activity/isomerase activity,NA
paaH,P76083,1909,18544,98.08589,90.32258,0.13615,0.00100,0.65301,0.00100,0.00156,3-hydroxyadipyl-CoA dehydrogenase,Microbial metabolism in diverse environments,response to xenobiotic stimulus/xenobiotic metabolic process/cellular response to xenobiotic stimulus/monocarboxylic acid metabolic process/benzene-containing compound metabolic process/xenobiotic catabolic process/carboxylic acid metabolic process/aromatic compound catabolic process/small molecule catabolic process/lipid modification/cellular catabolic process/fatty acid beta-oxidation/cellular response to chemical stimulus/organic cyclic compound catabolic process/monocarboxylic acid catabolic process/fatty acid oxidation/lipid oxidation/organic acid catabolic process/carboxylic acid catabolic process/phenylacetate catabolic process/fatty acid catabolic process/cellular lipid catabolic process/response to chemical/lipid catabolic process/cellular lipid metabolic process/fatty acid metabolic process/lipid metabolic process,"adenyl nucleotide binding/NAD binding/oxidoreductase activity/NAD+ binding/oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor/oxidoreductase activity, acting on CH-OH group of donors",NA
gspF,P41441,1905,14248,98.99798,100.00000,0.21849,0.00100,0.92886,0.00100,0.00156,Putative type II secretion system protein F,Bacterial secretion system,organic substance transport/macromolecule localization/protein transport across the cell outer membrane/protein secretion by the type II secretion system/protein transmembrane transport/cellular localization/protein localization/cellular macromolecule localization/establishment of protein localization/protein transport/nitrogen compound transport/protein secretion/secretion by cell/establishment of protein localization to extracellular region/secretion/protein localization to extracellular region/export from cell,NA,type II protein secretion system complex
gspJ,P45761,1904,16030,98.89896,100.00000,0.22540,0.00100,0.91772,0.00100,0.00156,Putative type II secretion system protein J,Bacterial secretion system,organic substance transport/macromolecule localization/protein transport across the cell outer membrane/protein secretion by the type II secretion system/protein transmembrane transport/cellular localization/protein localization/cellular macromolecule localization/establishment of protein localization/protein transport/nitrogen compound transport/protein secretion/secretion by cell/establishment of protein localization to extracellular region/secretion/protein localization to extracellular region/export from cell,NA,type II protein secretion system complex
xerD_2,NA,1904,39240,93.25484,9.09091,0.13826,0.00100,0.28651,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
fabG_2,P99093,1882,24074,96.72718,85.71429,0.31650,0.00100,0.72898,0.00100,0.00156,3-oxoacyl-[acyl-carrier-protein] reductase FabG,NA,NA,NA,NA
group_1972,NA,1879,25316,96.52811,83.87097,0.32069,0.00100,0.74605,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3235,NA,1865,19858,98.62827,83.33333,0.12621,0.00100,0.71100,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
bacC,Q8KWT4,1861,25956,97.37526,96.00000,0.22862,0.00100,0.82916,0.00100,0.00156,Dihydroanticapsin 7-dehydrogenase,NA,NA,NA,NA
group_756,NA,1852,25738,97.99510,78.26087,0.14174,0.00100,0.64343,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
ycfZ,P75961,1832,20176,98.57826,100.00000,0.07595,0.00200,0.66175,0.00100,0.00156,Inner membrane protein YcfZ,NA,NA,NA,NA
pksC,NA,1828,38133,99.12543,75.00000,0.41074,0.00100,0.49270,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_757,NA,1820,37799,92.13230,55.55556,0.30405,0.00100,0.42491,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_2031,NA,1794,27796,95.79518,70.96774,0.28554,0.00100,0.78037,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_89,NA,1783,39419,98.73761,6.66667,0.40351,0.00100,0.41533,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
hcpA_1,Q9HI36,1760,38792,96.20442,53.33333,0.40064,0.00100,0.63228,0.00100,0.00156,Major exported protein,NA,NA,NA,NA
degA,P0ACN7,1745,21556,97.64984,78.57143,0.17446,0.00100,0.65523,0.00100,0.00156,HTH-type transcriptional regulator DegA,NA,negative regulation of metabolic process/negative regulation of biosynthetic process/negative regulation of cellular biosynthetic process/negative regulation of cellular metabolic process/negative regulation of biological process/negative regulation of cellular process/negative regulation of macromolecule biosynthetic process/negative regulation of macromolecule metabolic process/negative regulation of DNA-templated transcription/negative regulation of RNA metabolic process/negative regulation of RNA biosynthetic process/negative regulation of nucleic acid-templated transcription/negative regulation of nitrogen compound metabolic process/negative regulation of nucleobase-containing compound metabolic process/regulation of gene expression/regulation of cellular metabolic process/regulation of DNA-templated transcription/regulation of nucleic acid-templated transcription/regulation of cellular biosynthetic process/regulation of metabolic process/regulation of biosynthetic process/regulation of macromolecule biosynthetic process/regulation of nitrogen compound metabolic process/regulation of primary metabolic process/regulation of nucleobase-containing compound metabolic process/regulation of RNA metabolic process/regulation of macromolecule metabolic process/regulation of RNA biosynthetic process/RNA biosynthetic process/DNA-templated transcription/nucleic acid-templated transcription,sequence-specific DNA binding/sequence-specific double-stranded DNA binding/transcription cis-regulatory region binding/transcription regulatory region nucleic acid binding/double-stranded DNA binding/DNA-binding transcription factor activity/transcription regulator activity/DNA binding,NA
sacA,P0DJA7,1745,23280,97.74561,74.07407,0.17714,0.00100,0.74482,0.00100,0.00156,Sucrose-6-phosphate hydrolase,NA,NA,NA,NA
group_2133,NA,1736,37763,95.15553,40.00000,0.06295,0.01700,0.27476,0.00100,0.00156,Cold shock protein YdfK,NA,NA,NA,NA
fecB,P15028,1733,29609,97.84227,62.50000,0.19527,0.00100,0.17729,0.00100,0.00156,Fe(3+) dicitrate-binding periplasmic protein,ABC transporters,monoatomic cation transport/metal ion transport/monoatomic ion transport/import into cell/transition metal ion transport/iron coordination entity transport/response to inorganic substance/response to metal ion/chemical homeostasis/siderophore-dependent iron import into cell/inorganic ion homeostasis/iron ion transport/monoatomic ion homeostasis/monoatomic cation homeostasis/iron import into cell/homeostatic process/iron ion homeostasis/cellular localization/intracellular chemical homeostasis/intracellular iron ion homeostasis/establishment of localization in cell/response to chemical/intracellular monoatomic ion homeostasis/intracellular monoatomic cation homeostasis/cellular homeostasis,NA,envelope/cell envelope/outer membrane-bounded periplasmic space/periplasmic space
group_2582,NA,1732,18786,97.09768,90.32258,0.21691,0.00100,0.87630,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_1241,NA,1726,39175,92.38081,9.52381,0.23277,0.00100,0.31075,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_3938,NA,1723,13512,97.62219,100.00000,0.19355,0.00100,0.94506,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
scrK,P26420,1686,24797,97.57062,73.33333,0.19278,0.00100,0.68502,0.00100,0.00156,Fructokinase,NA,NA,NA,NA
group_2367,NA,1678,11184,99.19942,100.00000,0.08050,0.00100,0.68924,0.00100,0.00156,hypothetical protein,NA,NA,NA,NA
group_218,NA,1673,39154,96.02710,30.76923,0.29204,0.00100,0.22650,0.00100,0.00156,ISL3 family transposase ISEc38,NA,NA,NA,NA
cscB,P30000,1665,26737,97.40951,71.42857,0.18303,0.00100,0.62178,0.00100,0.00156,Sucrose permease,NA,NA,NA,NA
ompD_2,P37592,1647,39282,93.11881,51.85185,0.15381,0.00100,0.32380,0.00100,0.00156,Outer membrane porin protein OmpD,NA,NA,NA,NA
